business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Mobography_02,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",N/A,N/A,5.0,6.0,"Mayyanad Alummood, near Vaikathodam temple, peedikamukk, Mayyanad, Keralam 691304",peedikamukk,8.8519622,76.6459026,ChIJfRYVmpLlBTsRKcImR81soUc,https://www.google.com/maps/place/?q=place_id:ChIJfRYVmpLlBTsRKcImR81soUc,part_308,2026-09-20 20:17:00,3316
SK picsart,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 70345 30293,N/A,5.0,61.0,"Sk picsart, panayil mukku, Kollam, Mayyanad, Keralam 691303","Kollam, Mayyanad",8.8391492,76.6463345,ChIJZX-NBavlBTsRPRnVviR4RE0,https://www.google.com/maps/place/?q=place_id:ChIJZX-NBavlBTsRPRnVviR4RE0,part_308,2026-09-20 20:17:00,3317
Glair Bee All types of gift hampers & wedding hampers,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 90375 10234,https://www.instagram.com/glair_bee?igsh=MTlxbWY2eXRjMmYxYg==,4.9,169.0,"VJ9G+M6M Arafa Nagar, Pallimukku, Kollam, Keralam 691011",Pallimukku,8.8695266,76.62550039999999,ChIJk9FlfQD9BTsRIjN31gVwmtE,https://www.google.com/maps/place/?q=place_id:ChIJk9FlfQD9BTsRIjN31gVwmtE,part_308,2026-09-20 20:17:00,3318
The Honest Hamper Co,Gifting,Gift basket store,Gift basket store,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 79092 02583,N/A,5.0,140.0,"Jawahar Jn, near Kristraj School, Karbala, Kollam, Keralam 691001",Karbala,8.8837256,76.6046992,ChIJbTK4vhP9BTsRsn4k-g_Y38Y,https://www.google.com/maps/place/?q=place_id:ChIJbTK4vhP9BTsRsn4k-g_Y38Y,part_308,2026-09-20 20:17:00,3319
J2 Gifts Emporium,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 80895 18572,https://www.instagram.com/j2_gifts_emporium_?igsh=ZmxjODl0eDB2NHhm,4.8,220.0,"Karicode, Peroor, Kollam, Keralam 691005","Karicode, Peroor",8.916207499999999,76.63432209999999,ChIJI3vD_9X9BTsRW73DpSTJLeM,https://www.google.com/maps/place/?q=place_id:ChIJI3vD_9X9BTsRW73DpSTJLeM,part_308,2026-09-20 20:17:00,3320
Golden Gift Shop,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 94470 73330,N/A,4.6,48.0,"Bishop Jerome Nagar, Chinnakada, Kollam, Keralam 691001",Chinnakada,8.886682,76.588702,ChIJw_yrLVr8BTsRBeWJRigSF4A,https://www.google.com/maps/place/?q=place_id:ChIJw_yrLVr8BTsRBeWJRigSF4A,part_308,2026-09-20 20:17:00,3321
Handy gifts,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",N/A,N/A,5.0,1.0,"wedding hampers chocolate hamper, photo,frames customized handmade gifts available, thudayanoor, embroidery hoop arts, po, Mukkoodu, Handygifts, Manaluvattom Jn, Kadakkal, Keralam 691536","Mukkoodu, Handygifts",8.8528886,76.9442456,ChIJu5vuOW3bBTsRyGWolMT5iJ0,https://www.google.com/maps/place/?q=place_id:ChIJu5vuOW3bBTsRyGWolMT5iJ0,part_308,2026-09-20 20:17:00,3322
"Red Moments Kollam - Personalised Gifs, Mug Prints, Photo Frames",Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 96330 57999,http://www.redmoments.in/,4.1,80.0,"Ground Floor, RP Mall, Chinnakada, Kollam, Keralam 691001",Chinnakada,8.8897821,76.5858082,ChIJHYx1cGD8BTsRxo6YHEsFyCQ,https://www.google.com/maps/place/?q=place_id:ChIJHYx1cGD8BTsRxo6YHEsFyCQ,part_308,2026-09-20 20:17:00,3323
Aloha,Gifting,Gift shop,"Gift shop, Balloon store, Craft store, Gift basket store, Picture frame shop, Print shop, Toy store",691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",+91 77363 69825,https://nfc.dgtechsoln.com/aloha/,4.1,84.0,"Pallimukku, Kollam, Keralam 691010",Pallimukku,8.8743833,76.6283547,ChIJw-N_4t79BTsRwJBCEWg7wtM,https://www.google.com/maps/place/?q=place_id:ChIJw-N_4t79BTsRwJBCEWg7wtM,part_308,2026-09-20 20:17:00,3324
Artifaa,Gifting,Gift shop,Gift shop,691303,Kerala Circle,Trivandrum HQ Region,Quilon Division,"Mayyanad SO, Kakkotumoola BO",N/A,N/A,4.9,32.0,"RO Junction, Anchal, Keralam 691306",691303,8.9264412,76.9156448,ChIJIxTbpJ7fBTsRHFY4ilt_MtU,https://www.google.com/maps/place/?q=place_id:ChIJIxTbpJ7fBTsRHFY4ilt_MtU,part_308,2026-09-20 20:17:00,3325
